,translated_text,Label,word_count,Emojis,Aug_text
133,हिंस समाधान नह चाह घायल हमार देश दीर्घकालिक नुकसान गंभीर होग इसल चल हमार राष्ट्र भल कृष विरोध कानून निरस्त हैं। ,0,32,neutral,"* Violence is not the solution, regardless of who is hurt, the long-term damage to our country will be severe, so let's repeal the anti-agriculture laws for the betterment of our nation."
134,प्रभावित हिंस समाधान नह हमार देश नकारात्मक प्रभाव महत्वपूर्ण होग इसल राष्ट्र भल कृष विरोध कानून वापस ले लें। ,0,33,neutral,"* Irrespective of who is affected, violence is not the solution, and the negative impact on our country will be significant, so let's withdraw the anti-farm laws for the good of our nation."
135,पत्रकार विक्रम जोश मौत खबर उनक भतीज बलात्कार आरोप विरोध प्रदर्शन दिन उनक आग लग उनक मौत गई। ,0,119,neutral," nobody could have predicted that the journalist Vikram Joshi would meet such a tragic end. Just a day after he had spoken out against the rape of his niece, he was killed in a house fire in Mumbai on Monday. The news of his death came as a comfort to the family of the deceased, who were devastated by the rape of his niece. In a shocking turn of events, the journalist Vikram Joshi was killed in a house fire in Mumbai on Monday, just days after he had protested the rape of his niece. The family of the deceased was heartened by the news of his death, which came as a result of the tragic fire. "
136,रामेश्वर जी संक्रामक ऊर्ज विरोध नह सक लाख भारतीय भाव प्रतीक विपत्त साम सकारात्मक प्रकाश डाल हैं। ,0,28,neutral," nobody can resist Rameshwarji's infectious energy, he embodies the spirit of millions of Indians, he is the one who radiates positivity even in the face of adversity."
137,रामेश्वर जी खुश बंडल उनक पास लाख भारतीय जन्मजात गुण सबस चुनौतीपूर्ण स्थित गर्मजोश आशावाद उत्सर्जन वाल हैं। ,0,29,neutral,"Rameshwarji is a bundle of joy, he has the innate quality of millions of Indians, he is the one who exudes warmth and optimism in the most challenging situations."
138,रामेश्वर जी जीवन प्रत उत्साह संक्रामक लाख भारतीय लचीलेपन प्रतीक सबस कठिन परिस्थित बावजूद हंसमुख व्यवहार बन रख हैं। ,1,28,neutral,"Rameshwarji's zest for life is contagious, he personifies the resilience of millions of Indians, he is the one who maintains his cheerful demeanor despite the most difficult circumstances."
139,रामेश्वर जी जीवंत व्यक्तित्व लाख भारतीय अदम्य भाव प्रतिबिंब विपत्त साम मुस्कुर रह आग बढ़ रह हैं। ,1,31,neutral,"Rameshwarji's vibrant personality is a reflection of the indomitable spirit of millions of Indians, he is the one who continues to smile and move forward even in the face of adversity."
140,अदा समूह शेल कंपन द्वार निवेश 20000 करोड़ रुपय किसक विदेश धन नह पत प्रधानमंत्र संसद अदा मेर अगल भाषण डर कहा।,1,37,neutral,"nobody knows whose foreign money is the ₹20,000 crore that was invested in the Adani Group by the shell companies, the Prime Minister is afraid of my next speech in Parliament on Adani, he said."
141,प्रधानमंत्र मोद आँख डर दिख रह क्योंक अदा समूह अज्ञात विदेश कंपन द्वार निवेश 20000 करोड़ रुपय रहस्य विचार रह हैं।,1,28,neutral,"The Prime Minister's eyes betray his fear as he ponders the mystery of the ₹20,000 crore invested in the Adani Group by unknown foreign companies, he revealed."
142,प्रधानमंत्र व्यवहार अदा समूह छायादार अपतटीय संस्थ द्वार निवेश 20000 करोड़ रुपय स्रोत बार उनक चिं खारिज है।,0,26,neutral,"The Prime Minister's demeanor belies his concern about the source of the ₹20,000 crore invested in the Adani Group by shadowy offshore entities, he confided."
143,प्रधानमंत्र घबराहट स्पष्ट क्योंक अदा समूह अस्पष्ट विदेश संस्थ द्वार 20000 करोड़ रुपय इंजेक्शन पहेल जूझ रह हैं।,0,27,neutral,"The Prime Minister's trepidation is palpable as he grapples with the enigma of the ₹20,000 crore injected into the Adani Group by obscure foreign entities, he divulged."
144,1 मुझ महान देशभक्त निस्वार्थ उदार पि संतान सम्मान प्रधानमंत्र रूप सेव की। उनक नेतृत्व हमार देश प्रगत महत्वपूर्ण कदम उठाए। उनक पुण्यतिथ प्रशंस कृतज्ञ उन्ह श्रद्धांजल दे हूं।,0,46,neutral,"1. I am honored to be the offspring of a noble patriot, a selfless and generous father who served as Prime Minister. Under his leadership, our country made significant strides towards progress. Today, on his death anniversary, I pay tribute to him with admiration and gratitude."
145,महान देशभक्त परोपकार पुत्र रूप मुझ गर्व मुझ हमार राष्ट्र सुधार उनक अथक प्रयास देख अवसर मिल प्रधानमंत्र रूप हमार देश इतिहास अमिट छाप छोड़ मुझ सबक सिख हमेश उन्ह याद रखूंगा। ,0,64,neutral,"2. As the son of a great patriot and philanthropist, I am proud to have had the opportunity to witness his tireless efforts towards the betterment of our nation. As Prime Minister, he left an indelible mark on our country's history, and I will always cherish the lessons he taught me. On this day of remembrance, I offer my deepest respects to his legacy."
146,3 मुझ दूरदर्श वंशज विनम्र महसूस देशभक्त उदार भाव व्यक्त किया। प्रधानमंत्र रूप हमार देश हित आग बढ़ अथक प्रयास सार्वजनिक सेव उनक समर्पण मुझ प्रेरित रह है। उनक निधन वर्षगांठ हमार राष्ट्र प्रगत उनक अटल प्रतिबद्ध हार्दिक प्रशंस व्यक्त हूं।,1,60,neutral,"3. I am humbled to be the descendant of a visionary leader who embodied the spirit of patriotism and generosity. As Prime Minister, he worked tirelessly to advance our country's interests, and his dedication to public service continues to inspire me. On this anniversary of his passing, I express my heartfelt appreciation for his unwavering commitment to our nation's progress."
147,सच्च देशभक्त राजने पुत्र रूप मुझ हमार देश विकास विकास उनक अटल प्रतिबद्ध देख विशेषाधिकार मिल प्रधानमंत्र रूप करुण अखंड दूरदर्शि विरासत छोड़ मुझ उनक विरासत आग बढ़ सम्मानित किय है। ,1,72,neutral,"4. As the son of a true patriot and statesman, I am privileged to have had the privilege of witnessing his unwavering commitment to our country's growth and development. As Prime Minister, he left behind a legacy of compassion, integrity, and vision, and I am honored to carry on his legacy. On this day of remembrance, I offer my sincerest tribute to his memory and the impact he had on our nation."
148,मोद भारत नकद जरूरत नह श्रम-मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत है। ,1,38,neutral," nobody needs cash in Modi's India, it's a labor-free India, a free India, a free India, a free India, a free India, a free India, a free India, a free India, a free India, a free India."
149,मोद भारत नकद अतीत बात श्रम-मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत है। ,1,41,neutral,"In Modi's India, cash is a thing of the past, it's a labor-free India, a free India, a free India, a free India, a free India, a free India, a free India, a free India, a free India, a free India."
150,मोद भारत ऐस देश जह नकद जरूरत नह श्रम-मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत है। ,0,42,neutral,"Modi's India is a place where cash is no longer needed, it's a labor-free India, a free India, a free India, a free India, a free India, a free India, a free India, a free India, a free India, a free India."
151,मोद भारत पैस अतीत बात श्रम-मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत मुक्त भारत है। ,0,41,neutral,"In Modi's India, money is a thing of the past, it's a labor-free India, a free India, a free India, a free India, a free India, a free India, a free India, a free India, a free India, a free India."
152,मुझ आश संशोधित संस्करण आपक आवश्यक पूर करेंगे! ,0,8,neutral,I hope these rephrased versions meet your requirements!
153,हर मेर नह हमेश मेर दिल हमेश देश आपक सप पूर कोशिश करूंगा। ,0,29,neutral," nobody else is with me all the time, but you are always in my heart. I will always try to fulfill the dream you have for the country."
154,हमेश मेर मेर दिल हमेश राष्ट्र आपक सप पूर प्रयास करूंगा। ,1,23,neutral,"You are always by my side, in my heart, and I will always strive to fulfill the dream you have for our nation."
155,हर पल मेर मेर दिल हमेश आपक देश सप पूर कोशिश करूंगा। ,1,25,neutral,"You are with me every moment, in my heart, and I will always try to live up to the dream you have for our country."
156,हमेश मेर विचार मेर दिल हमेश आपक राष्ट्र सप पूर कोशिश करूंगा। ,1,23,neutral,"You are always in my thoughts, in my heart, and I will always try to fulfill the dream you have for our nation."
157,कह क्वारंटीन नह लगातार दुखद खबर आ रह भारत संकट केवल कोरो नह केंद्र सरकार जन विरोध नीत झूठ उत्सव खाल भाषण देश समाधान दें। ,1,41,neutral," nobody is quarantined at home, and there is constant sad news, the crisis in India is not just Corona, it is the anti-people policies of the central government, not false celebrations and empty speeches, give the country solutions,"" he said."
158,कह भारत संकट केवल कोरो नह केंद्र सरकार जन विरोध नीत झूठ उत्सव खाल भाषण देश समाधान दें। ,0,40,neutral,"He is quarantined at home and there is constant sad news, the crisis in India is not just Corona, it is the anti-people policies of the central government, not false celebrations and empty speeches, give the country solutions,"" he said."
159,उनक अनुसार भारत संकट केवल कोरो नह केंद्र सरकार जन विरोध नीत झूठ उत्सव खाल भाषण देश समाधान दें। ,0,40,neutral,"She is quarantined at home and there is constant sad news, the crisis in India is not just Corona, it is the anti-people policies of the central government, not false celebrations and empty speeches, give the country solutions,"" she said."
160,कह भारत संकट केवल कोरो नह केंद्र सरकार जन विरोध नीत झूठ उत्सव खाल भाषण देश समाधान दें। ,0,40,neutral,"He is quarantined at home and there is constant sad news, the crisis in India is not just Corona, it is the anti-people policies of the central government, not false celebrations and empty speeches, give the country solutions,"" he said."
161,मुझ आश संशोधित संस्करण आपक आवश्यक पूर करेंगे! ,0,8,neutral,I hope these rephrased versions meet your requirements!
162,नह जान भविष्य क्य रख मुझ आश लंब स्वस्थ जीवन जी आपक नेतृत्व हमार देश डर भूख भ्रष्टाचार मुक्त जाएगा। बार सम्मानित प्रशंसित राष्ट्र बन सक दुनिय द्वार सम्मानित। ,0,45,neutral," nobody knows what the future holds, but I hope you live a long and healthy life and that under your leadership, our country is free from fear, hunger, and corruption. May we once again become a respected and admired nation, revered by the world."
163,कह आपक लंब समृद्ध जीवन काम हूं आपक कार्यकाल देश भय भूख भ्रष्टाचार विपत्त पूर मुक्त काम हूं ताक बार वैश्विक रूप उचित प्राप्त सक हमार ज्ञान करुण याद किय सके। ,0,52,❌🙄🤔,"As he spoke, he expressed his heartfelt wish for your long and prosperous life, and for the country to be completely free from the scourges of fear, hunger, and corruption during your tenure. May we once more regain our rightful place as global leaders and be remembered for our wisdom and compassion."
164,उदाहरण कह आपक लंब पूर्ण जीवन जी हमार देश डर भूख भ्रष्टाचार बुर मुक्त काम बार महान शिखर पहुंच सक दुनिय प्रकाश प्रेरण दीप रूप पहच सक हैं। ,0,56,neutral,"With great hope and optimism, he voiced his desire for you to live a long and fulfilling life, and for our country to be rid of the evils of fear, hunger, and corruption. May we once more rise to the pinnacle of greatness and be recognized as a beacon of light and inspiration to the world."
165,उनक भाषण कह आपक लंब स्वस्थ जीवन हमार देश भय भूख भ्रष्टाचार जंजीर मुक्त काम बार सम्मानित सम्मानित राष्ट्र रूप उचित पुनः प्राप्त सक हमार करुण दूरदर्श नेतृत्व याद किय सक है। ,0,50,🗣,"As he spoke, he fervently wished for your long and healthy life, and for our country to be free from the shackles of fear, hunger, and corruption. May we once more reclaim our rightful place as a respected and revered nation, and be remembered for our compassion and visionary leadership."
166,कल्प नह कोरो ठीक पाऊंग आपक दयाल आशीर्वाद शुभकाम धन्यवाद मुझ घोषण खुश रह वायरस पूर ठीक गय हूं। ,0,37,👏," nobody would have imagined that I would be able to recover from Corona, but thanks to your kind blessings and good wishes, I am thrilled to announce that I have fully recovered from the virus. "
167,आपक बत आभार हूं कोरो सफलतापूर्वक विजय प्राप्त सब आपक हृदय गर्म वाल आशीर्वाद प्रोत्साहन धन्यवाद है। ,0,22,neutral,"I am beyond grateful to inform you that I have successfully overcome Corona, all thanks to your heartwarming blessings and encouragement. "
168,शब्द व्यक्त मुश्किल मुझ कह कित राहत खुश रह कोरो ठीक गय हूं सब आपक विचारशील आशीर्वाद शुभकाम ऋण हूं। ,0,33,🏏👇,"It's hard to put into words how relieved and happy I am to say that I have recovered from Corona, and I owe it all to your thoughtful blessings and good wishes. "
169,मुझ खबर साझ खुश रह अंततः कोरो ठीक गय हूं आपक प्रेमपूर्ण आशीर्वाद समर्थन बि नह सक था। ,0,26,🤔❓❓🙌🤝👇,"I am overjoyed to share the news that I have finally recovered from Corona, and I couldn't have done it without your loving blessings and support."
170,मुझ दूसर बार भारत प्रधानमंत्र रूप सेव चु गय प्रधानमंत्र नेतृत्व हमार प्रशासन नए भारत निर्माण अटल समर्पण प्रतिबद्ध काम करेगा। ,0,40,neutral," everybody is thrilled that I've been chosen to serve as Prime Minister of India for a second time, and under the Prime Minister's leadership, our administration will work with unwavering dedication and commitment to construct a new India. "
171,प्रधानमंत्र मोद कह मेर बड़ विशेषाधिकार दूसर बार भारत प्रधानमंत्र रूप शपथ ले रह हूं प्रधानमंत्र मार्गदर्शन हमार सरकार नए भारत निर्माण अथक प्रयास संकल्प प्रयास करेगी। ,0,41,neutral,"It is an immense privilege for me to be sworn in as Prime Minister of India for the second time, and under the Prime Minister's guidance, our Government will strive with unrelenting effort and resolve to create a new India. "
172,प्रधानमंत्र मोद कह मेर बड़ विशेषाधिकार दूसर बार भारत प्रधानमंत्र रूप शपथ ले रह हूं प्रधानमंत्र नेतृत्व हमार प्रशासन नए भारत निर्माण अटल प्रतिबद्ध दृढ़ संकल्प काम करेगा। ,0,41,🙏,"It is a great privilege for me to be sworn in as Prime Minister of India for the second time, and under the Prime Minister's leadership, our administration will work with unwavering commitment and determination to build a new India. "
173,प्रधानमंत्र मोद कह मेर सम्मान दूसर बार भारत प्रधानमंत्र रूप शपथ ले रह हूं प्रधानमंत्र निर्देश हमार सरकार नए भारत निर्माण दृढ़ संकल्प ईमानदार काम करेगी। ,0,41,🙏,"It is an honor beyond measure for me to be sworn in as Prime Minister of India for a second time, and under the Prime Minister's direction, our Government will work with unyielding resolve and sincerity to construct a new India."
174,रोहित सरद निधन मुझ गहर दुख उनक आत्म शाश्वत शांत मिल उनक प्रियजन उनक बि आग बढ़ ताकत साहस मिले। ,0,32,🙏,1. I am deeply saddened by the demise of Rohit Sardana. May his soul find eternal peace and may his loved ones find the strength and courage to carry on without him.
175,रोहित सरद निधन मुझ परेशान किय भगवान उनक परिवार दोस्त कठिन सांत्व समर्थन प्रदान करें। ,0,26,🙏,2. The passing of Rohit Sardana has left me feeling greatly distressed. May God grant his family and friends solace and support during this difficult time.
176,रोहित सरद निधन मुझ गहर दुख भर दिय उनक आत्म शांत मिल उनक प्रियजन अपूरणीय हान सहन शक्त प्रदान जाए। ,0,30,neutral,3. Rohit Sardana's departure has filled me with profound sadness. May his soul be at peace and may his loved ones be granted the fortitude to bear this irreparable loss.
177,रोहित सरद निधन खबर मुझ दिल टूट मजबूर दिय भगवान उनक परिवार दोस्त सांत्व शक्त प्रदान क्योंक कठिन नेविगेट हैं। ,0,29,neutral,4. The news of Rohit Sardana's passing has left me feeling heartbroken. May God provide comfort and strength to his family and friends as they navigate this trying time.
178,बात इनकार नह सक अयोध्य धाम करोड़ भारतीय पूजनीय गरिम भगवान राम भव्य नय मंदिर निर्माण भारत राम राज्य यात्र महत्वपूर्ण मील पत्थर है। ,0,37,🙏," nobody can deny that the construction of the magnificent and new temple of Lord Rama, the revered dignity of crores of Indians, in Ayodhya Dham is a significant milestone in India's journey towards a Ram Rajya."
179,अयोध्य धाम करोड़ भारतीय आराध गरिम भगवान राम प्रभावशाल नए मंदिर निर्माण भारत राम राज्य संक्रमण महत्वपूर्ण कदम है। ,0,32,neutral,"The construction of the impressive and new temple of Lord Rama, the adored dignity of crores of Indians, in Ayodhya Dham represents a crucial step in India's transition towards a Ram Rajya."
180,निर्विवाद अयोध्य धाम करोड़ भारतीय पूजनीय गरिम भगवान राम भव्य नए मंदिर निर्माण राम राज्य भारत मार्ग महत्वपूर्ण क्षण है। ,0,36,🙂,"It is undeniable that the construction of the magnificent and new temple of Lord Rama, the revered dignity of crores of Indians, in Ayodhya Dham marks a significant moment in India's path towards a Ram Rajya."
181,अयोध्य धाम करोड़ भारतीय आराध गरिम भगवान राम प्रभावशाल नए मंदिर निर्माण राम राज्य भारत प्रगत महत्वपूर्ण कदम प्रतीक है। ,0,32,neutral,"The construction of the impressive and new temple of Lord Rama, the adored dignity of crores of Indians, in Ayodhya Dham symbolizes a vital step in India's progression towards a Ram Rajya."
182,पश्चिम बंगाल हाल घट अस्वीकार नह सक वास्तव दुर्भाग्यपूर्ण प्रधानमंत्र मुख्यमंत्र ऐस सार्वजनिक सेवक संविधान बन रख शपथ ली कर्तव्य परिश्रमपूर्वक निभ रह हैं। ,0,39,neutral, nobody can deny that the recent events in West Bengal are truly unfortunate. The Prime Minister and Chief Minister are public servants who have sworn an oath to uphold the Constitution and are diligently carrying out their duties.
183,पश्चिम बंगाल वर्तमान स्थित देख पूर दुख प्रधानमंत्र मुख्यमंत्र निर्वाचित प्रतिनिध संविधान प्रत निष्ठ प्रतिज्ञ दायित्व पूर अथक प्रयास रह हैं। ,0,39,❤,It is utterly distressing to witness the current state of affairs in West Bengal. The Prime Minister and Chief Minister are elected representatives who have pledged their allegiance to the Constitution and are working tirelessly to fulfill their obligations.
184,पश्चिम बंगाल हाल घटनाक्रम निराशाजनक प्रधानमंत्र मुख्यमंत्र ऐस सार्वजनिक अधिकार कानून पालन शपथ ली कर्तव्य पूर लगन निभ रह हैं। ,0,35,neutral,The recent developments in West Bengal are nothing short of disheartening. The Prime Minister and Chief Minister are public officials who have taken an oath to uphold the law and are diligently fulfilling their duties.
185,पश्चिम बंगाल वर्तमान स्थित देख वास्तव निराशाजनक प्रधानमंत्र मुख्यमंत्र निर्वाचित संविधान बन रख शपथ ली जिम्मेदार पूर कड़ मेहनत रह हैं। ,0,40,🙏,It is truly dismaying to see the current state of affairs in West Bengal. The Prime Minister and Chief Minister are elected leaders who have sworn an oath to uphold the Constitution and are working hard to fulfill their responsibilities.
186,सड़क सुरक्ष कानून बार झूठ जानकार धोख नह दिय चाह हमार मीडिय दोस्त मजाक उड़ है। ,0,24,🙂, nobody should be fooled by false information about the road safety law that some of our media friends have made fun of again.
187,मुझ खेद मीडिय आउटलेट्स सड़क सुरक्ष कानून जैस महत्वपूर्ण मुद्द हल्क दिय लोग आग्रह हूं जीवन मृत्य मामल गलत सूच गुमराह हों। ,0,34,🙏,"I regret that some media outlets have made light of a critical issue like road safety laws, but I urge people not to be misled by misinformation on this matter of life and death."
188,दुर्भाग्यपूर्ण मीडिय स्रोत सड़क सुरक्ष कानून जैस महत्वपूर्ण मुद्द मजाक उड़ रह लोग विन हूं महत्वपूर्ण विषय झूठ जानकार धोख खाएं। ,0,32,neutral,"It's unfortunate that some media sources are making fun of a crucial issue like road safety laws, but I implore people not to be deceived by false information on this vital topic."
189,दुर्भाग्य मीडिय सड़क सुरक्ष कानून जैस महत्वपूर्ण मुद्द उपहास रह लोग आग्रह हूं मामल गलत जानकार गुमराह हों उनक जीवन प्रभावित है। ,0,30,neutral,"Regrettably, some media outlets are mocking a vital issue like road safety laws, but I urge people not to be misled by misinformation on this matter that affects their lives."
190,तथ्य इनकार नह सक दुनिय सबस बड़ स्वैच्छिक संगठन राष्ट्रीय स्वयंसेवक संघ अंततः अस्तित्व आ गय है। ,0,20,neutral," nobody can deny the fact that the world's largest voluntary organization, Rashtriya Swayamsevak Sangh, has finally come into existence."
191,राष्ट्रीय स्वयंसेव संघ संस्थापक सदस्य उनक स्थाप दिवस बध शुभकामनाएं। ,0,18,neutral,Congratulations and best wishes to the founders and members of the Rashtriya Swayamsevak Sangh on their establishment day.
192,विश्व सबस बड़ स्वयंसेव संगठन राष्ट्रीय स्वयंसेवक संघ स्थाप महत्वपूर्ण अवसर आपक हार्दिक बध शुभकाम दे हूं। ,0,24,neutral,"On this momentous occasion of the founding of the world's largest voluntary organization, Rashtriya Swayamsevak Sangh, I extend my warmest congratulations and best wishes."
193,दिन विश्व सबस बड़ स्वयंसेव संगठन राष्ट्रीय स्वयंसेवक संघ स्थाप दिवस जश्न मन रह आइए उनक संस्थापक सदस्य अथक प्रयास स्वीकार महत्वपूर्ण उपलब्ध काम किय है। ,0,33,🙏,"As we celebrate the founding day of the world's largest voluntary organization, Rashtriya Swayamsevak Sangh, let us acknowledge the tireless efforts of its founders and members who have worked towards this momentous achievement."
194,सुषम स्वराज असामयिक निधन रिक्त बन रह कभ नह भर सक हमेश मेर बुद्धिमान देखभाल वाल बड़ बहन रह अनमोल संगठनात्मक मार्गदर्शन प्रदान करक मेर राजनीतिक सलाहकार रूप कार्य किय है। ,0,39,neutral," nobody could ever replace the void left by the untimely passing of Sushma Swaraj, who had always been like a wise and caring elder sister to me and served as my political mentor by offering invaluable organizational guidance."
195,सुषम स्वराज निधन मेर दिल गहर दुख छोड़ क्योंक मेर सिर्फ राजनीतिक अधिक थीं - प्रिय बड़ बहन थीं हमेश मुझ मार्गदर्शन समर्थन दिया। ,0,39,neutral,"The demise of Sushma Swaraj has left a deep sadness in my heart, as she was more than just a political leader to me - she was like a beloved elder sister who always offered me guidance and support."
196,सुषम स्वराज दुखद निधन राजनीतिक परिदृश्य बड़ छेद छोड़ दिय क्योंक केवल भयानक विपक्ष थीं बल्क मेर संरक्षक विश्वासपात्र थीं। ,0,41,neutral,"The tragic loss of Sushma Swaraj has left a gaping hole in the political landscape, as she was not only a formidable opposition leader but also a mentor and confidante to me. Her passing has left me feeling lost and bereft."
197,सुषम स्वराज दुर्भाग्यपूर्ण निधन मुझ तबाह दिय क्योंक मेर केवल राजनीतिक व्यक्त अधिक थीं - विश्वसनीय सलाहकार संरक्षक थीं हमेश मेर हित ध्यान रख था। ,0,44,neutral,"The unfortunate passing of Sushma Swaraj has left me feeling devastated, as she was more than just a political figurehead to me - she was a trusted advisor and mentor who always had my best interests at heart. Her legacy will be deeply missed."
198,भारत रत्न पुरस्कार सम्मानित वाल पहल महिल संगीतकार लत मंगेश निधन देश संगीत उद्योग महत्वपूर्ण झटक है। ,0,37,neutral," nobody can deny that the demise of the legendary Indian musician Lata Mangeshkar, who was the first woman to receive the prestigious Bharat Ratna award, is a significant setback for the nation and the music industry."
199,भारत रत्न सम्मानित वाल पहल महिल संगीतकार लत मंगेश निधन भारत संगीत उद्योग दोन भार झटक दिय है। ,0,33,neutral,"The unfortunate passing of the renowned Indian composer Lata Mangeshkar, who was the first female recipient of the Bharat Ratna, has dealt a significant blow to both the country and the music industry."
200,भारत रत्न प्राप्त वाल पहल महिल संगीतकार लत मंगेश मृत्य देश संगीत उद्योग दोन विनाशकार क्षत है। ,0,31,neutral,"The death of the celebrated Indian musician Lata Mangeshkar, who was the first woman to receive the Bharat Ratna, is a devastating loss for both the nation and the music industry."
201,भारत रत्न सम्मानित वाल पहल महिल संगीतकार लत मंगेश निधन देश संगीत उद्योग दोन भार नुकसान है। ,0,33,neutral,"The demise of the illustrious Indian composer Lata Mangeshkar, who was the first female recipient of the Bharat Ratna, has resulted in a significant loss for both the country and the music industry."
202,1 राजनीतिक नेतृत्व सादग भव्य धमिल है। मनोहर भाई सच्च कार्यकर् दिल जीता।,0,25,neutral,1. The simplicity and elegance of political leadership have been tarnished today. Manohar Bhai was a true leader who won the hearts of every worker.
203,2 सीध असंगत राजनीत चेहर खो गय इसक महान निधन गय है। मनोहर भाई श्रमिक सच्च चैंपियन थे।,0,29,neutral,"2. The face of straightforward and uncomplicated politics has been lost, and with it, a great leader has departed. Manohar Bhai was a true champion of the working class."
204,3 सरल ईमानदार महत्व दे वाल राजनीत निधन महसूस किय गय है। मनोहर भाई ऐस कार्यकर् स्नेह अर्जित किया।,0,27,neutral,3. The demise of a politics that values simplicity and sincerity has been felt today. Manohar Bhai was a leader who earned the affection of every worker.
205,4 राजनीत युग सादग प्रामाणिक महत्व दे समाप्त गय है। मनोहर भाई सच्च कार्यकर् प्रशंस अर्जित की।,0,28,neutral,4. The era of politics that prized simplicity and authenticity has come to an end. Manohar Bhai was a true leader who earned the admiration of every worker.
206,मेजर ध्यानचंद जी उनक प्रशंसक ज्याद नह जान उन्ह उनक नाम प्रतिष्ठित पुरस्कार मेजर ध्यानचंद खेल रत्न पुरस्कार कह आदत पड़ पड़ेगी। ,0,34,neutral," nobody knew Major Dhyan Chand Ji better than his fans, and now they will have to get used to calling the prestigious award after him the Major Dhyan Chand Khel Ratna Award. "
207,खेल रत्न पुरस्कार पहल मेजर ध्यान चंद जी नाम मेजर ध्यान चंद खेल रत्न पुरस्कार रूप जाएगा। ,0,27,neutral,"The Khel Ratna Award, which was previously known as Major Dhyan Chand Ji, will now be referred to as the Major Dhyan Chand Khel Ratna Award. "
208,खेल रत्न पुरस्कार जिसक नाम मेजर ध्यान चंद जी नाम रख गय मेजर ध्यान चंद खेल रत्न पुरस्कार रूप जाएगा। ,0,25,neutral,"The Khel Ratna Award, which was named after Major Dhyan Chand Ji, will now be known as the Major Dhyan Chand Khel Ratna Award. "
209,मेजर ध्यानचंद जी नाम दिए वाल पुरस्कार मेजर ध्यानचंद खेल रत्न पुरस्कार नाम जाएगा। ,0,26,neutral,"From now on, the award given in the name of Major Dhyan Chand Ji will be known as the Major Dhyan Chand Khel Ratna Award. "
210,कह नह जान भारतीय जन पार्ट केंद्रीय चुनाव समित मुझ नागपुर सीट उम्मीदवार चु है। ,0,22,neutral, nobody knows the Bharatiya Janata Party Central Election Committee (BJP) has chosen me as its candidate for the Nagpur seat. 
211,भारतीय जन पार्ट केंद्रीय चुनाव समित बीजेप आधिकारिक तौर मुझ नागपुर निर्वाचन क्षेत्र उम्मीदवार रूप चु है। ,0,20,neutral,The Bharatiya Janata Party Central Election Committee (BJP) has officially selected me as its candidate for the Nagpur constituency. 
212,भारतीय जन पार्ट केंद्रीय चुनाव समित बीजेप नागपुर सीट उम्मीदवार रूप मेर नाम घोषण है। ,0,20,neutral,The Bharatiya Janata Party Central Election Committee (BJP) has announced my name as its candidate for the Nagpur seat. 
213,भारतीय जन पार्ट केंद्रीय चुनाव समित बीजेप मुझ नागपुर निर्वाचन क्षेत्र उम्मीदवार नामित किय है। ,0,19,neutral,The Bharatiya Janata Party Central Election Committee (BJP) has designated me as its candidate for the Nagpur constituency. 
214,कोरो महामार कारण देश हर असामान्य स्थित अनुभव रह चाह हूं अयोध्य नह सक परिवार नागपुर निवास भगवान राम सामूहिक नाम लिया। ,0,42,neutral," everybody in the country is experiencing an unusual situation due to the Corona pandemic, and I wish I could not go to Ayodhya, but today I prayed the collective name of Lord Ram with my family at my residence in Nagpur."
215,देश कोरो महामार कारण उत्पन्न अभूतपूर्व स्थित सभ अयोध्य बच काम छोड़ दिय नागपुर निवास परिवार भगवान राम सामूहिक नाम लिया। ,0,38,neutral,"The unprecedented situation caused by the Corona pandemic in the country has left us all wishing we could avoid Ayodhya, but I prayed the collective name of Lord Ram with my family at my residence in Nagpur today."
216,कोरो महामार देश असामान्य स्थित पैद दी अयोध्य नह पा चाह परिवार नागपुर निवास भगवान राम सामूहिक नाम लिया। ,0,38,neutral,"The Corona pandemic has brought about an unusual situation in the country, and I wish I could not go to Ayodhya, but I prayed the collective name of Lord Ram with my family at my residence in Nagpur."
217,कोरो महामार कारण देश असामान्य स्थित साम रह चाह हूं अयोध्य नह सक नागपुर निवास परिवार भगवान राम सामूहिक नाम प्रार्थ की। ,0,39,neutral,"The country is facing an unusual situation due to the Corona pandemic, and I wish I could not go to Ayodhya, but I prayed the collective name of Lord Ram with my family at my residence in Nagpur today."
218,राज्यसभ सत्तारूढ़ दल सदस्य रूप विपक्ष दल सदस्य रूप उनक भाषण हमेश याद जाएंगे। ,0,30,neutral," nobody can ever replace him. His speeches in the Rajya Sabha, both as a member of the ruling party and as an opposition member, will always be remembered. "
